,correct word,misspelled word,total edit distance,number of words with error,close change,changes,none word
772,معظم انقلاب,معظم نقا,3.0,1.0,1.0,"[[], [1, 1, 1]]",True
773,معظم انقلاب,معم اپنقلب,3.0,2.0,0.0,"[[1], [2, 1]]",True
774,معظم انقلاب,مهظنم انثقلاب,3.0,2.0,1.0,"[[0, 2], [2]]",True
775,ما می‌توانیم,م می‌توانیم,1.0,1.0,0.0,"[[1], []]",False
776,ما می‌توانیم,م می‌توانیم,1.0,1.0,1.0,"[[1], []]",False
777,ما می‌توانیم,حمعا می‌توانیم,2.0,1.0,0.0,"[[2, 2], []]",True
778,ما می‌توانیم,کت می‌توانیم,2.0,1.0,1.0,"[[0, 0], []]",False
779,ما می‌توانیم,ا می‌تژانیم,2.0,2.0,0.0,"[[1], [0]]",True
780,ما می‌توانیم,م م‌توانیم,2.0,2.0,1.0,"[[1], [1]]",True
781,ما می‌توانیم,ما می‌آتولانی,3.0,1.0,1.0,"[[], [2, 2, 1]]",True
782,ما می‌توانیم,حم می‌توایم,3.0,2.0,0.0,"[[2, 1], [1]]",True
783,ما می‌توانیم,نلا می‌توانسم,3.0,2.0,1.0,"[[0, 2], [0]]",True
784,رای اعتماد,ای اعتماد,1.0,1.0,0.0,"[[1], []]",False
785,رای اعتماد,زای اعتماد,1.0,1.0,1.0,"[[0], []]",False
786,رای اعتماد,ار اعتماد,2.0,1.0,0.0,"[[1, 0], []]",False
787,رای اعتماد,رای اغعتمد,2.0,1.0,1.0,"[[], [2, 1]]",True
788,رای اعتماد,سرای اعتماظ,2.0,2.0,0.0,"[[2], [0]]",True
789,رای اعتماد,رلی اهعتماد,2.0,2.0,1.0,"[[0], [2]]",True
790,رای اعتماد,لدا اعتماد,3.0,1.0,0.0,"[[0, 2, 1], []]",True
791,رای اعتماد,رای لاعتکاذد,3.0,1.0,1.0,"[[], [2, 0, 2]]",True
792,رای اعتماد,رح افتماد,3.0,2.0,0.0,"[[0, 1], [0]]",True
793,رای اعتماد,راب اعتد,3.0,2.0,1.0,"[[0], [1, 1]]",True
794,شاهد افزایش,شذاهد افزایش,1.0,1.0,0.0,"[[2], []]",True
795,شاهد افزایش,شاهد افزیش,1.0,1.0,1.0,"[[], [1]]",False
796,شاهد افزایش,شا افزایش,2.0,1.0,0.0,"[[1, 1], []]",False
797,شاهد افزایش,شتاعهد افزایش,2.0,1.0,1.0,"[[2, 2], []]",True
798,شاهد افزایش,شاهت افظزایش,2.0,2.0,0.0,"[[0], [2]]",True
799,شاهد افزایش,شلاهد افزیش,2.0,2.0,1.0,"[[2], [1]]",True
800,شاهد افزایش,شاهد ازی,3.0,1.0,0.0,"[[], [1, 1, 1]]",True
801,شاهد افزایش,شاهد تاغفزایس,3.0,1.0,1.0,"[[], [2, 2, 0]]",True
802,شاهد افزایش,شثاهزد افزذایش,3.0,2.0,0.0,"[[2, 2], [2]]",True
803,شاهد افزایش,شاحه افزلایش,3.0,2.0,1.0,"[[2, 1], [2]]",True
804,وجود داشته,وجهد داشته,1.0,1.0,0.0,"[[0], []]",True
805,وجود داشته,وجود دشته,1.0,1.0,1.0,"[[], [1]]",True
806,وجود داشته,وجود دطکشته,2.0,1.0,0.0,"[[], [0, 2]]",True
807,وجود داشته,وجود دتته,2.0,1.0,1.0,"[[], [0, 1]]",True
808,وجود داشته,وجد داطته,2.0,2.0,0.0,"[[1], [0]]",True
809,وجود داشته,وود داشه,2.0,2.0,1.0,"[[1], [1]]",False
810,وجود داشته,وفجطوحد داشته,3.0,1.0,0.0,"[[2, 2, 2], []]",True
811,وجود داشته,دچوید داشته,3.0,1.0,1.0,"[[0, 0, 2], []]",True
812,وجود داشته,وجورد گاشه,3.0,2.0,0.0,"[[2], [0, 1]]",True
813,وجود داشته,وچجود دلاشتح,3.0,2.0,1.0,"[[2], [2, 0]]",True
814,گزارشی نوشت,گزاری نوشت,1.0,1.0,0.0,"[[1], []]",False
815,گزارشی نوشت,گارشی نوشت,1.0,1.0,1.0,"[[1], []]",True
816,گزارشی نوشت,گزوالشی نوشت,2.0,1.0,0.0,"[[2, 0], []]",True
817,گزارشی نوشت,گززشی نوشت,2.0,1.0,1.0,"[[1, 0], []]",True
818,گزارشی نوشت,گیارشی ضنوشت,2.0,2.0,0.0,"[[0], [2]]",True
819,گزارشی نوشت,گزاذرشی نوت,2.0,2.0,1.0,"[[2], [1]]",True
820,گزارشی نوشت,گظادی نوشت,3.0,1.0,0.0,"[[0, 0, 1], []]",True
821,گزارشی نوشت,گضترسشی نوشت,3.0,1.0,1.0,"[[0, 0, 2], []]",True
822,گزارشی نوشت,گزرشی نوز,3.0,2.0,0.0,"[[1], [0, 1]]",True
823,گزارشی نوشت,گزارسش وشت,3.0,2.0,1.0,"[[2, 1], [1]]",True
824,دو برابر,دو بآرابر,1.0,1.0,0.0,"[[], [2]]",True
825,دو برابر,دو بذرابر,1.0,1.0,1.0,"[[], [2]]",True
826,دو برابر,دو بعرگبر,2.0,1.0,0.0,"[[], [2, 0]]",True
827,دو برابر,دو برلر,2.0,1.0,1.0,"[[], [0, 1]]",True
828,دو برابر,د برشابر,2.0,2.0,0.0,"[[1], [2]]",True
829,دو برابر,و برتبر,2.0,2.0,1.0,"[[1], [0]]",True
830,دو برابر,دو رمببر,3.0,1.0,0.0,"[[], [1, 0, 2]]",True
831,دو برابر, برابثر,3.0,2.0,0.0,"[[1, 1], [2]]",True
832,دو برابر,دد لرلبر,3.0,2.0,1.0,"[[0], [0, 0]]",True
833,حوزه سلامت,حوزآ سلامت,1.0,1.0,0.0,"[[0], []]",True
834,حوزه سلامت,حوذزه سلامت,1.0,1.0,1.0,"[[2], []]",True
835,حوزه سلامت,حوزه سعلمت,2.0,1.0,0.0,"[[], [2, 1]]",True
836,حوزه سلامت,حوزه سلتاکمت,2.0,1.0,1.0,"[[], [2, 2]]",True
837,حوزه سلامت,حظوزه لامت,2.0,2.0,0.0,"[[2], [1]]",True
838,حوزه سلامت,حزه یسلامت,2.0,2.0,1.0,"[[1], [2]]",True
839,حوزه سلامت,وح سلامت,3.0,1.0,0.0,"[[1, 0, 1], []]",True
840,حوزه سلامت,حوزه یاتامت,3.0,1.0,1.0,"[[], [0, 0, 2]]",True
841,حوزه سلامت,حوظسه سلارت,3.0,2.0,0.0,"[[0, 2], [0]]",True
842,حوزه سلامت,وزه سبلاما,3.0,2.0,1.0,"[[1], [2, 0]]",True
843,حمایت می‌کنند,حمایت می‌کنن,1.0,1.0,0.0,"[[], [1]]",False
844,حمایت می‌کنند,حمیت می‌کنند,1.0,1.0,1.0,"[[1], []]",False
845,حمایت می‌کنند,حما می‌کنند,2.0,1.0,0.0,"[[1, 1], []]",False
846,حمایت می‌کنند,حمایت م‌کند,2.0,1.0,1.0,"[[], [1, 1]]",True
847,حمایت می‌کنند,ظمایت می‌غنند,2.0,2.0,0.0,"[[0], [0]]",True
848,حمایت می‌کنند,حمایطت ی‌کنند,2.0,2.0,1.0,"[[2], [1]]",True
849,حمایت می‌کنند,حمایت ممی‌نید,3.0,1.0,0.0,"[[], [2, 1, 0]]",True
850,حمایت می‌کنند,حمایت مبی‌کتنتد,3.0,1.0,1.0,"[[], [2, 2, 0]]",True
851,حمایت می‌کنند,حسمیت می‌کجنند,3.0,2.0,0.0,"[[2, 1], [2]]",True
852,حمایت می‌کنند,هحملایت می‌کننی,3.0,2.0,1.0,"[[2, 2], [0]]",True
853,هر شب,هر شژب,1.0,1.0,0.0,"[[], [2]]",True
854,هر شب,خهر شب,1.0,1.0,1.0,"[[2], []]",True
855,هر شب,هر پشصب,2.0,1.0,0.0,"[[], [2, 2]]",True
856,هر شب,عذر شب,2.0,1.0,1.0,"[[0, 2], []]",False
857,هر شب,هپر ش,2.0,2.0,0.0,"[[2], [1]]",True
858,هر شب,هزر شلب,2.0,2.0,1.0,"[[2], [2]]",True
859,هر شب,ا غشب,3.0,2.0,0.0,"[[1, 0], [2]]",True
860,هر شب,عزر سب,3.0,2.0,1.0,"[[0, 2], [0]]",False
861,تامین کند,تاین کند,1.0,1.0,0.0,"[[1], []]",False
862,تامین کند,تامین مکند,1.0,1.0,1.0,"[[], [2]]",True
863,تامین کند,تامین ن,2.0,1.0,0.0,"[[], [1, 1]]",False
864,تامین کند,تتاکین کند,2.0,1.0,1.0,"[[2, 0], []]",True
865,تامین کند,تمامین کد,2.0,2.0,0.0,"[[2], [1]]",True
866,تامین کند,اتامین کتد,2.0,2.0,1.0,"[[2], [0]]",True
867,تامین کند,تامین چفز,3.0,1.0,0.0,"[[], [0, 0, 0]]",True
868,تامین کند,اتامبمن کند,3.0,1.0,1.0,"[[2, 0, 2], []]",True
869,تامین کند,تاین ن,3.0,2.0,0.0,"[[1], [1, 1]]",False
870,تامین کند,نمین کنی,3.0,2.0,1.0,"[[0, 1], [0]]",False
871,موافقت کردند,موافقت کردنند,1.0,1.0,0.0,"[[], [2]]",False
872,موافقت کردند,موافقت کردنید,1.0,1.0,1.0,"[[], [2]]",True
873,موافقت کردند,یواچفقت کردند,2.0,1.0,0.0,"[[0, 2], []]",True
874,موافقت کردند,موافقت گکذردند,2.0,1.0,1.0,"[[], [2, 2]]",True
875,موافقت کردند,اموافقت دردند,2.0,2.0,0.0,"[[2], [0]]",True
876,موافقت کردند,موافغت کرند,2.0,2.0,1.0,"[[0], [1]]",True
877,موافقت کردند,موافقت ضدن,3.0,1.0,0.0,"[[], [1, 0, 1]]",True
878,موافقت کردند,مداغفثقت کردند,3.0,1.0,1.0,"[[0, 2, 2], []]",True
879,موافقت کردند,رژافقت کردن,3.0,2.0,0.0,"[[0, 0], [1]]",True
880,موافقت کردند,موتافقن کردنی,3.0,2.0,1.0,"[[2, 0], [0]]",True
881,فکر می‌کنم,فر می‌کنم,1.0,1.0,0.0,"[[1], []]",False
882,فکر می‌کنم,فکر نی‌کنم,1.0,1.0,1.0,"[[], [0]]",True
883,فکر می‌کنم,ک می‌کنم,2.0,1.0,0.0,"[[1, 1], []]",False
884,فکر می‌کنم,ک می‌کنم,2.0,1.0,1.0,"[[1, 1], []]",False
885,فکر می‌کنم,وکر می‌طکنم,2.0,2.0,0.0,"[[0], [2]]",True
886,فکر می‌کنم,فگکر می‌کتنم,2.0,2.0,1.0,"[[2], [2]]",True
887,فکر می‌کنم,فکر چم‌نم,3.0,1.0,0.0,"[[], [2, 1, 1]]",True
888,فکر می‌کنم,آفر ی‌کنم,3.0,2.0,0.0,"[[2, 1], [1]]",True
889,فکر می‌کنم,فر می‌ن,3.0,2.0,1.0,"[[1], [1, 1]]",True
890,معیشت مردم,معیشت مضردم,1.0,1.0,0.0,"[[], [2]]",True
891,معیشت مردم,معسیشت مردم,1.0,1.0,1.0,"[[2], []]",True
892,معیشت مردم,معیشت مچرم,2.0,1.0,0.0,"[[], [2, 1]]",True
893,معیشت مردم,معیشت مرک,2.0,1.0,1.0,"[[], [1, 0]]",False
894,معیشت مردم,معیلشت مردط,2.0,2.0,0.0,"[[2], [0]]",True
895,معیشت مردم,معیسشت مرم,2.0,2.0,1.0,"[[2], [1]]",True
896,معیشت مردم,معیشت رضیم,3.0,1.0,0.0,"[[], [1, 0, 2]]",True
897,معیشت مردم,نغیسشت مردم,3.0,1.0,1.0,"[[0, 0, 2], []]",True
898,معیشت مردم,محیشک مردی,3.0,2.0,0.0,"[[0, 0], [0]]",True
899,معیشت مردم,معسشنت ردم,3.0,2.0,1.0,"[[0, 2], [1]]",True
900,همه باید,همه بفید,1.0,1.0,0.0,"[[], [0]]",True
901,همه باید,همه بای,1.0,1.0,1.0,"[[], [1]]",False
902,همه باید,ه باید,2.0,1.0,0.0,"[[1, 1], []]",False
903,همه باید,خهمخ باید,2.0,1.0,1.0,"[[2, 0], []]",True
904,همه باید,مه بید,2.0,2.0,0.0,"[[1], [1]]",False
905,همه باید,مه بای,2.0,2.0,1.0,"[[1], [1]]",False
906,همه باید,ص باید,3.0,1.0,0.0,"[[1, 0, 1], []]",False
907,همه باید,حکمح باید,3.0,1.0,1.0,"[[0, 2, 0], []]",True
908,همه باید,ژه بژاید,3.0,2.0,0.0,"[[1, 0], [2]]",True
909,همه باید,همخ یبلید,3.0,2.0,1.0,"[[0], [2, 0]]",True
910,محقق شود,محقق شوش,1.0,1.0,0.0,"[[], [0]]",False
911,محقق شود,نحقق شود,1.0,1.0,1.0,"[[0], []]",True
912,محقق شود,محقق شفوم,2.0,1.0,0.0,"[[], [2, 0]]",True
913,محقق شود,محقق دد,2.0,1.0,1.0,"[[], [1, 0]]",False
914,محقق شود,زحقق ود,2.0,2.0,0.0,"[[0], [1]]",True
915,محقق شود,مقق سود,2.0,2.0,1.0,"[[1], [0]]",True
916,محقق شود,ساحق شود,3.0,1.0,0.0,"[[0, 2, 1], []]",True
917,محقق شود,حفقف شود,3.0,1.0,1.0,"[[1, 2, 0], []]",True
918,محقق شود,مح ود,3.0,2.0,0.0,"[[1, 1], [1]]",True
919,محقق شود,مق شوی,3.0,2.0,1.0,"[[1, 1], [0]]",False
920,رسانه‌های آمریکایی,رسخانه‌های آمریکایی,1.0,1.0,0.0,"[[2], []]",True
921,رسانه‌های آمریکایی,رسانه‌حای آمریکایی,1.0,1.0,1.0,"[[0], []]",True
922,رسانه‌های آمریکایی,ررانگه‌های آمریکایی,2.0,1.0,0.0,"[[0, 2], []]",True
923,رسانه‌های آمریکایی,رینه‌های آمریکایی,2.0,1.0,1.0,"[[0, 1], []]",True
924,رسانه‌های آمریکایی,رسانه‌هی جمریکایی,2.0,2.0,0.0,"[[1], [0]]",True
925,رسانه‌های آمریکایی,رسانه‌حهای آمزیکایی,2.0,2.0,1.0,"[[2], [0]]",True
926,رسانه‌های آمریکایی,رصانشه‌هخی آمریکایی,3.0,1.0,0.0,"[[0, 2, 0], []]",True
927,رسانه‌های آمریکایی,رشامنه‌حهای آمریکایی,3.0,1.0,1.0,"[[0, 2, 2], []]",True
928,رسانه‌های آمریکایی,رسانه‌ای آمرضیکمیی,3.0,2.0,0.0,"[[1], [2, 0]]",True
929,رسانه‌های آمریکایی,رساتنح‌های آمریکای,3.0,2.0,1.0,"[[2, 0], [1]]",True
930,ماه قبل,مکه قبل,1.0,1.0,0.0,"[[0], []]",False
931,ماه قبل,کاه قبل,1.0,1.0,1.0,"[[0], []]",False
932,ماه قبل,ماه قغ,2.0,1.0,0.0,"[[], [1, 0]]",True
933,ماه قبل,نماح قبل,2.0,1.0,1.0,"[[2, 0], []]",True
934,ماه قبل,مافه قول,2.0,2.0,0.0,"[[2], [0]]",True
935,ماه قبل,مته بل,2.0,2.0,1.0,"[[0], [1]]",False
936,ماه قبل,ط قبل,3.0,1.0,0.0,"[[1, 0, 1], []]",False
937,ماه قبل,ل قبل,3.0,1.0,1.0,"[[1, 0, 1], []]",False
938,ماه قبل,ماثه قظحل,3.0,2.0,0.0,"[[2], [0, 2]]",True
939,ماه قبل,نمله قلبل,3.0,2.0,1.0,"[[2, 0], [2]]",True
940,کمیته امداد,کمیتظه امداد,1.0,1.0,0.0,"[[2], []]",True
941,کمیته امداد,کمیته امدا,1.0,1.0,1.0,"[[], [1]]",True
942,کمیته امداد,کمضیتر امداد,2.0,1.0,0.0,"[[2, 0], []]",True
943,کمیته امداد,مکمینه امداد,2.0,1.0,1.0,"[[2, 0], []]",True
944,کمیته امداد,کمپیته امدارد,2.0,2.0,0.0,"[[2], [2]]",True
945,کمیته امداد,کمسته امدا,2.0,2.0,1.0,"[[0], [1]]",True
946,کمیته امداد,فکمایصه امداد,3.0,1.0,0.0,"[[2, 2, 0], []]",True
947,کمیته امداد,مبیاته امداد,3.0,1.0,1.0,"[[1, 2, 2], []]",True
948,کمیته امداد,کمیوق ازمداد,3.0,2.0,0.0,"[[0, 0], [2]]",True
949,کمیته امداد,نیته امدلد,3.0,2.0,1.0,"[[1, 0], [0]]",True
950,می‌گوید من,می‌گوید تمن,1.0,1.0,0.0,"[[], [2]]",True
951,می‌گوید من,می‌گوید م,1.0,1.0,1.0,"[[], [1]]",False
952,می‌گوید من,م‌گوی من,2.0,1.0,0.0,"[[1, 1], []]",True
953,می‌گوید من,می‌گوید نمت,2.0,1.0,1.0,"[[], [2, 0]]",True
954,می‌گوید من,می‌گسوید سمن,2.0,2.0,0.0,"[[2], [2]]",True
955,می‌گوید من,می‌کگوید نمن,2.0,2.0,1.0,"[[2], [2]]",True
956,می‌گوید من,م‌دخوید من,3.0,1.0,0.0,"[[1, 0, 2], []]",True
957,می‌گوید من,م‌گی من,3.0,1.0,1.0,"[[1, 1, 1], []]",True
958,می‌گوید من,مای‌گشوید ان,3.0,2.0,0.0,"[[2, 2], [0]]",True
959,می‌گوید من,نمی‌گویی ن,3.0,2.0,1.0,"[[2, 0], [1]]",False
960,نشست خبری,نشست خصبری,1.0,1.0,0.0,"[[], [2]]",True
961,نشست خبری,نشست حخبری,1.0,1.0,1.0,"[[], [2]]",True
962,نشست خبری,نشست بخری,2.0,1.0,0.0,"[[], [1, 2]]",False
963,نشست خبری,نسسا خبری,2.0,1.0,1.0,"[[0, 0], []]",True
964,نشست خبری,نشسبت خقبری,2.0,2.0,0.0,"[[2], [2]]",True
965,نشست خبری,نست بری,2.0,2.0,1.0,"[[1], [1]]",False
966,نشست خبری,رنت خبری,3.0,1.0,0.0,"[[2, 1, 1], []]",False
967,نشست خبری,نشست هخیرس,3.0,1.0,1.0,"[[], [2, 0, 0]]",True
968,نشست خبری,چصشست خمبری,3.0,2.0,0.0,"[[0, 2], [2]]",True
969,نشست خبری,نشیسنت خیری,3.0,2.0,1.0,"[[2, 2], [0]]",True
970,می‌کرد اما,می‌کرق اما,1.0,1.0,0.0,"[[0], []]",True
971,می‌کرد اما,ی‌کرد اما,1.0,1.0,1.0,"[[1], []]",True
972,می‌کرد اما,می‌کرد هامظا,2.0,1.0,0.0,"[[], [2, 2]]",True
973,می‌کرد اما,می‌کرد تم,2.0,1.0,1.0,"[[], [0, 1]]",False
974,می‌کرد اما,مچ‌کرد ام,2.0,2.0,0.0,"[[0], [1]]",True
975,می‌کرد اما,م‌کرد لما,2.0,2.0,1.0,"[[1], [0]]",True
976,می‌کرد اما,می‌کرد رس,3.0,1.0,0.0,"[[], [0, 0, 1]]",False
977,می‌کرد اما,نس‌کذد اما,3.0,1.0,1.0,"[[0, 0, 0], []]",True
978,می‌کرد اما,ملی‌ظرد ساما,3.0,2.0,0.0,"[[2, 0], [2]]",True
979,می‌کرد اما,می‌رد انمتا,3.0,2.0,1.0,"[[1], [2, 2]]",True
980,پنج هزار,پنج هزاگر,1.0,1.0,0.0,"[[], [2]]",True
981,پنج هزار,پنج هزاذر,1.0,1.0,1.0,"[[], [2]]",True
982,پنج هزار,پنج جزای,2.0,1.0,0.0,"[[], [0, 0]]",False
983,پنج هزار,پتچ هزار,2.0,1.0,1.0,"[[0, 0], []]",True
984,پنج هزار,نج هزر,2.0,2.0,0.0,"[[1], [1]]",True
985,پنج هزار,پج هزاذر,2.0,2.0,1.0,"[[1], [2]]",True
986,پنج هزار,ذضندج هزار,3.0,1.0,0.0,"[[0, 2, 2], []]",True
987,پنج هزار,چت هزار,3.0,1.0,1.0,"[[0, 0, 1], []]",False
988,پنج هزار,نخج زار,3.0,2.0,0.0,"[[1, 2], [1]]",True
989,پنج هزار,ج هزر,3.0,2.0,1.0,"[[1, 1], [1]]",True
990,نفت آبادان,نفت آضادان,1.0,1.0,0.0,"[[], [0]]",True
991,نفت آبادان,نفت لبادان,1.0,1.0,1.0,"[[], [0]]",True
992,نفت آبادان,ف آبادان,2.0,1.0,0.0,"[[1, 1], []]",False
993,نفت آبادان,نغ آبادان,2.0,1.0,1.0,"[[0, 1], []]",True
994,نفت آبادان,نف آبدان,2.0,2.0,0.0,"[[1], [1]]",True
995,نفت آبادان,نغفت آبلدان,2.0,2.0,1.0,"[[2], [0]]",True
996,نفت آبادان,نفت بغداض,3.0,1.0,0.0,"[[], [1, 0, 0]]",True
997,نفت آبادان,نفت تآبتادام,3.0,1.0,1.0,"[[], [2, 2, 0]]",True
998,نفت آبادان,انصفت ظآبادان,3.0,2.0,0.0,"[[2, 2], [2]]",True
999,نفت آبادان,نفآت باان,3.0,2.0,1.0,"[[2], [1, 1]]",True
1000,عدالت اداری,عدالخ اداری,1.0,1.0,0.0,"[[0], []]",True
1001,عدالت اداری,عدالطت اداری,1.0,1.0,1.0,"[[2], []]",True
1002,عدالت اداری,عدالت اثحری,2.0,1.0,0.0,"[[], [0, 0]]",True
1003,عدالت اداری,غعدابلت اداری,2.0,1.0,1.0,"[[2, 2], []]",True
1004,عدالت اداری,کعدالت ااری,2.0,2.0,0.0,"[[2], [1]]",True
1005,عدالت اداری,عذدالت ایداری,2.0,2.0,1.0,"[[2], [2]]",True
1006,عدالت اداری,خعداجص اداری,3.0,1.0,0.0,"[[2, 0, 0], []]",True
1007,عدالت اداری,غعداب اداری,3.0,1.0,1.0,"[[2, 0, 1], []]",True
1008,عدالت اداری,دسلت ادارقی,3.0,2.0,0.0,"[[1, 0], [2]]",True
1009,عدالت اداری,دتلت اداذری,3.0,2.0,1.0,"[[1, 0], [2]]",True
1010,ماه بعد,ماط بعد,1.0,1.0,0.0,"[[0], []]",True
1011,ماه بعد,ماه بع,1.0,1.0,1.0,"[[], [1]]",False
1012,ماه بعد,ماه آبعغد,2.0,1.0,0.0,"[[], [2, 2]]",True
1013,ماه بعد,ماه بغ,2.0,1.0,1.0,"[[], [0, 1]]",False
1014,ماه بعد,ما بعآ,2.0,2.0,0.0,"[[1], [0]]",True
1015,ماه بعد,ما یعد,2.0,2.0,1.0,"[[1], [0]]",False
1016,ماه بعد,دمچ بعد,3.0,1.0,0.0,"[[2, 0, 1], []]",True
1017,ماه بعد,ماه لهع,3.0,1.0,1.0,"[[], [0, 2, 1]]",True
1018,ماه بعد,یمه عد,3.0,2.0,0.0,"[[2, 1], [1]]",False
1019,ماه بعد,مته یبعذ,3.0,2.0,1.0,"[[0], [2, 0]]",True
1020,ارایه شود,ارایه شطد,1.0,1.0,0.0,"[[], [0]]",True
1021,ارایه شود,ارای شود,1.0,1.0,1.0,"[[1], []]",False
1022,ارایه شود,ارایه وض,2.0,1.0,0.0,"[[], [1, 0]]",True
1023,ارایه شود,اراسیخه شود,2.0,1.0,1.0,"[[2, 2], []]",True
1024,ارایه شود,کرایه شرود,2.0,2.0,0.0,"[[0], [2]]",False
1025,ارایه شود,ارایحه شوید,2.0,2.0,1.0,"[[2], [2]]",True
1026,ارایه شود,ارایه نذطد,3.0,1.0,0.0,"[[], [0, 0, 2]]",True
1027,ارایه شود,اابح شود,3.0,1.0,1.0,"[[1, 0, 0], []]",True
1028,ارایه شود,اای شوا,3.0,2.0,0.0,"[[1, 1], [0]]",True
1029,ارایه شود,ارلابه شو,3.0,2.0,1.0,"[[2, 0], [1]]",True
1030,صورت می‌گیرد,صورت می‌گیرطد,1.0,1.0,0.0,"[[], [2]]",True
1031,صورت می‌گیرد,صورت می‌کیرد,1.0,1.0,1.0,"[[], [0]]",True
1032,صورت می‌گیرد,صژورهت می‌گیرد,2.0,1.0,0.0,"[[2, 2], []]",True
1033,صورت می‌گیرد,صورت می‌یزد,2.0,1.0,1.0,"[[], [1, 0]]",False
1034,صورت می‌گیرد,صوضت می‌گفرد,2.0,2.0,0.0,"[[0], [0]]",True
1035,صورت می‌گیرد,صدورت م‌گیرد,2.0,2.0,1.0,"[[2], [1]]",True
1036,صورت می‌گیرد,مصنارت می‌گیرد,3.0,1.0,0.0,"[[2, 0, 2], []]",True
1037,صورت می‌گیرد,ثدذت می‌گیرد,3.0,1.0,1.0,"[[0, 0, 0], []]",True
1038,صورت می‌گیرد,صوفرت می‌تید,3.0,2.0,0.0,"[[2], [0, 1]]",True
1039,صورت می‌گیرد,ضدرت م‌گیرد,3.0,2.0,1.0,"[[0, 0], [1]]",True
1040,هزار مگاوات,هزاثر مگاوات,1.0,1.0,0.0,"[[2], []]",True
1041,هزار مگاوات,هزا مگاوات,1.0,1.0,1.0,"[[1], []]",False
1042,هزار مگاوات,نهزخر مگاوات,2.0,1.0,0.0,"[[2, 0], []]",True
1043,هزار مگاوات,هزار مگتاوان,2.0,1.0,1.0,"[[], [2, 0]]",True
1044,هزار مگاوات,هزرر مگاومت,2.0,2.0,0.0,"[[0], [0]]",True
1045,هزار مگاوات,هزا مگاواطت,2.0,2.0,1.0,"[[1], [2]]",True
1046,هزار مگاوات,ثهز مگاوات,3.0,1.0,0.0,"[[2, 1, 1], []]",True
1047,هزار مگاوات,هزار مگلت,3.0,1.0,1.0,"[[], [0, 1, 1]]",True
1048,هزار مگاوات,ضهزانر ماوات,3.0,2.0,0.0,"[[2, 2], [1]]",True
1049,هزار مگاوات,زار مگادواات,3.0,2.0,1.0,"[[1], [2, 2]]",True
1050,باید بدانیم,باید بدانیا,1.0,1.0,0.0,"[[], [0]]",True
1051,باید بدانیم,بای بدانیم,1.0,1.0,1.0,"[[1], []]",False
1052,باید بدانیم,پبای بدانیم,2.0,1.0,0.0,"[[2, 1], []]",True
1053,باید بدانیم,باید بدلانم,2.0,1.0,1.0,"[[], [2, 1]]",True
1054,باید بدانیم,عباید بداگیم,2.0,2.0,0.0,"[[2], [0]]",True
1055,باید بدانیم,بایید دانیم,2.0,2.0,1.0,"[[2], [1]]",True
1056,باید بدانیم,باید بگنصم,3.0,1.0,0.0,"[[], [1, 0, 0]]",True
1057,باید بدانیم,باید بذلنسم,3.0,1.0,1.0,"[[], [0, 0, 0]]",True
1058,باید بدانیم,بزفید بدایم,3.0,2.0,0.0,"[[0, 2], [1]]",True
1059,باید بدانیم,لبایی بدانم,3.0,2.0,1.0,"[[2, 0], [1]]",True
1060,جنگ جهانی,جکگ جهانی,1.0,1.0,0.0,"[[0], []]",True
1061,جنگ جهانی,حنگ جهانی,1.0,1.0,1.0,"[[0], []]",True
1062,جنگ جهانی,جنگ جطهان,2.0,1.0,0.0,"[[], [2, 1]]",True
1063,جنگ جهانی,جنگ حهانبی,2.0,1.0,1.0,"[[], [0, 2]]",True
1064,جنگ جهانی,جنصگ جنانی,2.0,2.0,0.0,"[[2], [0]]",True
1065,جنگ جهانی,جن جانی,2.0,2.0,1.0,"[[1], [1]]",False
1066,جنگ جهانی,جنگ ثجهدنغ,3.0,1.0,0.0,"[[], [2, 0, 0]]",True
1067,جنگ جهانی,جنگ حجحاتی,3.0,1.0,1.0,"[[], [2, 0, 0]]",True
1068,جنگ جهانی,رن جتهانی,3.0,2.0,0.0,"[[0, 1], [2]]",True
1069,جنگ جهانی,ن جهاتنی,3.0,2.0,1.0,"[[1, 1], [2]]",True
1070,اگر مردم,اگر ردم,1.0,1.0,0.0,"[[], [1]]",False
1071,اگر مردم,لگر مردم,1.0,1.0,1.0,"[[0], []]",True
1072,اگر مردم,عاگآر مردم,2.0,1.0,0.0,"[[2, 2], []]",True
1073,اگر مردم,اگر مرین,2.0,1.0,1.0,"[[], [0, 0]]",False
1074,اگر مردم,بگر مرد,2.0,2.0,0.0,"[[0], [1]]",True
1075,اگر مردم,تاگر مرم,2.0,2.0,1.0,"[[2], [1]]",True
1076,اگر مردم,اگر رظد,3.0,1.0,0.0,"[[], [1, 2, 1]]",True
1077,اگر مردم,لاکذر مردم,3.0,1.0,1.0,"[[2, 0, 2], []]",True
1078,اگر مردم,اگظر مژرمم,3.0,2.0,0.0,"[[2], [2, 0]]",True
1079,اگر مردم,اک مذردم,3.0,2.0,1.0,"[[0, 1], [2]]",True
1080,درنظر گرفته,درنظر گرفقته,1.0,1.0,0.0,"[[], [2]]",True
1081,درنظر گرفته,یرنظر گرفته,1.0,1.0,1.0,"[[0], []]",True
1082,درنظر گرفته,درنظر گرهرته,2.0,1.0,0.0,"[[], [0, 2]]",True
